interaction_id,customer_id,date,channel,touchpoint,product,region,csat_score,resolution_time_hrs,resolution_status,first_contact_resolution,effort_score,sentiment,age_group,tenure_months
INT024633,CX04240,2025-09-13,In-Store,Support,Pro Plan,North America,2.83,0.91,Resolved,1,4.2,Negative,36-45,49
INT024634,CX03561,2026-05-02,Mobile App,Feedback,Basic Plan,Europe,4.6,0.18,Resolved,0,2.6,Neutral,55+,2
INT024635,CX00961,2025-09-16,Phone,Support,Basic Plan,Asia Pacific,3.7,0.11,Resolved,1,2.4,Positive,18-25,30
INT024636,CX00483,2026-02-24,In-Store,Support,Add-on Services,Europe,2.87,0.84,Resolved,1,2.4,Negative,55+,20
INT024637,CX03719,2025-12-16,In-Store,Purchase,Enterprise Plan,Latin America,4.84,0.72,Escalated,1,1.5,Negative,55+,9
INT024638,CX03614,2026-01-18,Website,Feedback,Pro Plan,Latin America,4.6,0.17,Resolved,0,3.7,Positive,18-25,15
INT024639,CX03161,2026-03-17,Website,Renewal,Basic Plan,Europe,3.13,0.18,Resolved,1,2.9,Negative,36-45,9
INT024640,CX02811,2026-05-21,Mobile App,Onboarding,Basic Plan,Latin America,4.75,0.15,Escalated,1,3.9,Negative,18-25,60
INT024641,CX00444,2025-11-13,Website,Purchase,Add-on Services,Latin America,4.57,0.16,Resolved,1,1.7,Neutral,18-25,36
INT024642,CX02814,2026-02-12,Website,Purchase,Pro Plan,Europe,4.81,0.12,Resolved,0,3.4,Positive,36-45,54
INT024643,CX04064,2026-03-05,Phone,Support,Pro Plan,North America,2.52,0.18,Resolved,1,4.7,Negative,46-55,1
INT024644,CX02037,2026-03-15,Phone,Onboarding,Add-on Services,Asia Pacific,3.4,0.18,Escalated,0,3.8,Negative,46-55,12
INT024645,CX00942,2025-07-05,Mobile App,Purchase,Enterprise Plan,North America,4.78,0.1,Pending,1,3.0,Negative,55+,11
INT024646,CX01717,2025-06-21,In-Store,Onboarding,Enterprise Plan,Europe,4.48,0.73,Resolved,1,1.7,Positive,18-25,20
INT024647,CX04636,2026-05-09,Mobile App,Purchase,Pro Plan,Europe,4.41,0.15,Escalated,1,3.3,Positive,26-35,19
INT024648,CX03082,2026-03-26,In-Store,Feedback,Add-on Services,Asia Pacific,3.1,0.86,Pending,1,4.2,Positive,26-35,53
INT024649,CX01277,2025-07-14,Website,Purchase,Basic Plan,Latin America,4.99,0.13,Resolved,0,2.5,Positive,26-35,51
INT024650,CX03559,2026-05-09,Phone,Feedback,Add-on Services,Asia Pacific,4.93,0.24,Escalated,1,2.1,Positive,36-45,47
INT024651,CX03764,2025-07-26,Live Chat,Onboarding,Add-on Services,Latin America,4.47,0.29,Escalated,1,2.4,Negative,55+,58
INT024652,CX03286,2026-03-08,Mobile App,Purchase,Basic Plan,Latin America,4.25,0.18,Resolved,1,2.3,Neutral,46-55,40
INT024653,CX01846,2025-10-16,Website,Purchase,Pro Plan,North America,4.77,0.18,Escalated,0,2.9,Positive,36-45,55
INT024654,CX04649,2026-04-22,Mobile App,Renewal,Pro Plan,Asia Pacific,4.47,0.14,Resolved,1,1.1,Positive,46-55,33
INT024655,CX04717,2025-10-31,Website,Complaint,Basic Plan,North America,2.33,0.1,Resolved,0,4.5,Positive,36-45,58
INT024656,CX00283,2025-08-14,Phone,Onboarding,Pro Plan,North America,3.13,0.44,Pending,1,4.3,Positive,26-35,16
INT024657,CX03432,2025-09-21,Mobile App,Complaint,Add-on Services,Asia Pacific,1.53,0.09,Pending,1,2.7,Negative,36-45,11
INT024658,CX02723,2025-07-10,Mobile App,Feedback,Pro Plan,Asia Pacific,4.08,0.15,Escalated,1,1.8,Neutral,26-35,53
INT024659,CX03017,2026-03-02,Email,Feedback,Pro Plan,North America,3.34,1.69,Resolved,0,3.8,Positive,55+,44
INT024660,CX04645,2025-10-27,Mobile App,Onboarding,Basic Plan,Latin America,4.15,0.16,Resolved,0,3.6,Positive,26-35,48
INT024661,CX04058,2025-07-26,Phone,Onboarding,Pro Plan,North America,4.43,0.16,Resolved,0,4.8,Positive,36-45,25
INT024662,CX02488,2025-07-29,Website,Onboarding,Enterprise Plan,Asia Pacific,3.12,0.17,Resolved,1,1.6,Negative,18-25,17
INT024663,CX00319,2025-06-26,In-Store,Renewal,Pro Plan,Latin America,3.84,0.37,Resolved,0,1.9,Positive,46-55,25
INT024664,CX00986,2025-12-12,Live Chat,Onboarding,Add-on Services,Asia Pacific,3.0,0.25,Pending,0,3.1,Negative,26-35,33
INT024665,CX02526,2025-06-08,Phone,Purchase,Pro Plan,Europe,4.04,0.37,Escalated,1,1.3,Positive,18-25,25
INT024666,CX00922,2025-06-14,Phone,Onboarding,Enterprise Plan,Asia Pacific,4.18,0.13,Resolved,1,2.8,Neutral,46-55,12
INT024667,CX03284,2026-05-16,Website,Complaint,Basic Plan,Asia Pacific,1.51,0.09,Resolved,1,3.4,Neutral,26-35,22
INT024668,CX03712,2026-01-25,Live Chat,Purchase,Enterprise Plan,North America,4.68,0.14,Escalated,1,3.6,Positive,36-45,35
INT024669,CX01312,2026-02-15,Mobile App,Onboarding,Basic Plan,Europe,3.28,0.16,Pending,0,2.0,Positive,26-35,41
INT024670,CX01113,2026-05-23,Phone,Support,Basic Plan,Asia Pacific,4.48,0.42,Resolved,1,4.3,Positive,26-35,52
INT024671,CX01234,2025-11-19,Live Chat,Support,Basic Plan,Europe,4.29,0.21,Resolved,1,4.9,Negative,46-55,4
INT024672,CX02308,2026-05-07,In-Store,Purchase,Add-on Services,Latin America,4.72,0.25,Pending,1,4.3,Positive,55+,57
INT024673,CX03074,2025-10-13,Mobile App,Purchase,Enterprise Plan,Europe,4.22,0.1,Escalated,0,1.0,Positive,46-55,15
INT024674,CX00691,2026-04-24,In-Store,Complaint,Pro Plan,North America,3.17,0.7,Resolved,1,4.4,Positive,26-35,1
INT024675,CX04996,2026-04-21,Website,Purchase,Add-on Services,Asia Pacific,4.41,0.07,Pending,0,2.4,Positive,18-25,54
INT024676,CX02127,2026-05-20,Email,Purchase,Pro Plan,Asia Pacific,4.49,1.58,Pending,0,1.2,Positive,55+,51
INT024677,CX03777,2026-02-20,Website,Onboarding,Pro Plan,Latin America,4.25,0.07,Pending,0,2.4,Positive,46-55,44
INT024678,CX02351,2026-03-29,In-Store,Onboarding,Pro Plan,Europe,3.84,0.81,Pending,1,1.8,Negative,55+,22
INT024679,CX00876,2025-11-28,Mobile App,Onboarding,Pro Plan,Latin America,4.76,0.19,Resolved,1,3.4,Neutral,18-25,5
INT024680,CX01152,2026-02-18,Mobile App,Support,Basic Plan,Latin America,2.58,0.19,Resolved,1,1.9,Positive,46-55,38
INT024681,CX02367,2025-11-24,Phone,Feedback,Enterprise Plan,North America,4.25,0.29,Resolved,1,2.7,Negative,46-55,6
INT024682,CX02111,2025-10-15,Phone,Renewal,Add-on Services,North America,3.7,0.26,Resolved,1,3.7,Neutral,46-55,5
INT024683,CX01737,2025-08-03,Mobile App,Feedback,Add-on Services,Asia Pacific,2.58,0.13,Resolved,1,3.9,Negative,18-25,17
INT024684,CX04483,2025-12-29,Website,Renewal,Enterprise Plan,Latin America,3.06,0.14,Resolved,1,1.4,Positive,36-45,26
INT024685,CX01044,2026-02-24,In-Store,Complaint,Add-on Services,North America,1.71,0.52,Resolved,1,2.7,Positive,18-25,54
INT024686,CX00888,2026-03-09,Mobile App,Complaint,Basic Plan,Latin America,2.97,0.15,Pending,1,3.2,Neutral,36-45,7
INT024687,CX01982,2026-04-24,In-Store,Support,Add-on Services,Europe,3.62,0.71,Escalated,0,4.4,Positive,55+,58
INT024688,CX02916,2025-09-02,In-Store,Purchase,Enterprise Plan,Asia Pacific,4.09,0.14,Resolved,0,4.0,Neutral,36-45,9
INT024689,CX02814,2026-02-27,Email,Renewal,Pro Plan,Europe,4.37,3.28,Resolved,0,4.8,Positive,36-45,54
INT024690,CX04751,2026-01-27,Mobile App,Onboarding,Enterprise Plan,Asia Pacific,3.36,0.19,Resolved,0,1.3,Neutral,46-55,60
INT024691,CX04427,2025-07-08,Email,Renewal,Enterprise Plan,Latin America,4.42,3.44,Resolved,1,2.7,Negative,26-35,3
INT024692,CX03309,2025-12-12,Phone,Feedback,Enterprise Plan,Latin America,3.61,0.3,Resolved,1,3.5,Positive,36-45,41
INT024693,CX04068,2025-12-24,Mobile App,Feedback,Pro Plan,Latin America,3.41,0.08,Resolved,1,3.6,Positive,18-25,3
INT024694,CX04380,2026-04-27,Mobile App,Feedback,Basic Plan,Europe,3.07,0.06,Resolved,0,3.2,Positive,26-35,24
INT024695,CX00597,2025-06-09,In-Store,Onboarding,Enterprise Plan,Europe,4.05,0.45,Escalated,0,2.9,Negative,26-35,13
INT024696,CX03164,2026-05-24,Email,Complaint,Add-on Services,Latin America,2.91,3.91,Resolved,0,1.9,Neutral,18-25,20
INT024697,CX00670,2026-04-03,In-Store,Renewal,Add-on Services,North America,3.54,0.13,Pending,0,3.7,Positive,46-55,40
INT024698,CX01106,2026-04-15,Website,Feedback,Pro Plan,North America,3.55,0.17,Pending,1,4.6,Positive,26-35,30
INT024699,CX00983,2026-03-27,In-Store,Onboarding,Basic Plan,Asia Pacific,3.3,0.66,Resolved,1,3.8,Positive,18-25,22
INT024700,CX02340,2026-01-06,In-Store,Onboarding,Add-on Services,Europe,4.68,0.19,Resolved,1,3.0,Neutral,46-55,5
INT024701,CX02485,2026-05-07,Phone,Feedback,Pro Plan,Asia Pacific,3.26,0.15,Resolved,1,4.9,Positive,18-25,31
INT024702,CX01255,2025-11-02,In-Store,Purchase,Pro Plan,North America,4.77,0.74,Escalated,1,3.6,Neutral,46-55,57
INT024703,CX02577,2025-12-11,Mobile App,Support,Pro Plan,Asia Pacific,2.54,0.15,Pending,1,3.0,Negative,46-55,56
INT024704,CX02701,2025-10-25,Website,Feedback,Add-on Services,Latin America,3.92,0.05,Escalated,1,2.9,Neutral,26-35,23
INT024705,CX02802,2026-03-24,Mobile App,Renewal,Pro Plan,Latin America,4.14,0.14,Pending,1,1.9,Negative,26-35,37
INT024706,CX00755,2026-03-28,Phone,Purchase,Enterprise Plan,North America,4.05,0.13,Resolved,1,3.2,Positive,26-35,57
INT024707,CX02077,2026-02-12,Mobile App,Renewal,Add-on Services,Asia Pacific,3.73,0.15,Pending,1,4.9,Neutral,26-35,8
INT024708,CX00134,2026-04-03,Email,Feedback,Pro Plan,North America,3.82,3.18,Resolved,1,4.1,Positive,55+,41
INT024709,CX04356,2026-02-12,Email,Support,Basic Plan,North America,2.52,1.15,Resolved,1,4.1,Positive,26-35,42
INT024710,CX03998,2025-08-08,Phone,Feedback,Basic Plan,North America,2.53,0.26,Resolved,1,2.9,Neutral,26-35,26
INT024711,CX03086,2026-05-29,Phone,Purchase,Add-on Services,Europe,4.72,0.15,Resolved,0,3.8,Neutral,18-25,22
INT024712,CX04111,2025-12-08,Email,Feedback,Enterprise Plan,Latin America,4.75,2.46,Resolved,1,4.3,Negative,18-25,46
INT024713,CX03960,2025-06-19,In-Store,Renewal,Pro Plan,Europe,3.93,0.3,Resolved,1,2.3,Positive,46-55,44
INT024714,CX04790,2025-06-16,Mobile App,Feedback,Pro Plan,Latin America,4.69,0.08,Pending,1,1.4,Neutral,55+,13
INT024715,CX00884,2026-03-31,Mobile App,Renewal,Pro Plan,North America,4.47,0.17,Resolved,0,4.5,Neutral,46-55,13
INT024716,CX03710,2025-08-07,Website,Support,Pro Plan,North America,4.16,0.08,Resolved,1,4.7,Neutral,55+,5
INT024717,CX04410,2026-03-21,Website,Renewal,Enterprise Plan,Latin America,4.29,0.06,Resolved,1,2.8,Neutral,36-45,41
INT024718,CX00610,2025-08-27,Website,Renewal,Enterprise Plan,Latin America,4.08,0.15,Resolved,1,4.4,Positive,26-35,3
INT024719,CX04037,2025-06-28,Website,Complaint,Basic Plan,Asia Pacific,3.28,0.17,Escalated,1,1.2,Positive,46-55,43
INT024720,CX04425,2025-12-24,Email,Support,Enterprise Plan,Europe,3.24,4.54,Resolved,1,3.8,Negative,36-45,10
INT024721,CX02143,2026-03-24,In-Store,Renewal,Enterprise Plan,Asia Pacific,4.04,0.37,Resolved,0,4.5,Negative,46-55,15
INT024722,CX01052,2025-10-11,Phone,Feedback,Add-on Services,Europe,4.57,0.26,Resolved,1,1.8,Negative,55+,41
INT024723,CX02969,2025-07-26,Website,Renewal,Pro Plan,Latin America,3.83,0.15,Resolved,0,2.1,Neutral,46-55,59
INT024724,CX02980,2026-05-30,Mobile App,Renewal,Basic Plan,Europe,3.93,0.18,Pending,1,1.1,Positive,18-25,9
INT024725,CX00289,2025-11-15,Phone,Feedback,Enterprise Plan,Asia Pacific,3.41,0.19,Resolved,1,4.5,Negative,18-25,30
INT024726,CX01349,2025-06-05,In-Store,Purchase,Add-on Services,Europe,4.59,0.26,Resolved,0,2.4,Positive,18-25,3
INT024727,CX00367,2026-02-24,Live Chat,Feedback,Add-on Services,Europe,3.42,0.17,Resolved,1,4.3,Neutral,55+,24
INT024728,CX01892,2025-08-31,Phone,Onboarding,Pro Plan,Asia Pacific,3.05,0.48,Pending,1,1.0,Positive,36-45,18
INT024729,CX03963,2026-04-23,Live Chat,Renewal,Pro Plan,Asia Pacific,4.32,0.27,Pending,0,1.6,Positive,18-25,9
INT024730,CX00194,2025-07-12,Live Chat,Onboarding,Add-on Services,Europe,3.75,0.22,Resolved,0,3.2,Positive,18-25,30
INT024731,CX01937,2025-06-29,Website,Support,Enterprise Plan,Europe,3.13,0.07,Resolved,1,2.3,Negative,55+,48
INT024732,CX01982,2025-07-22,Email,Onboarding,Add-on Services,Europe,3.28,4.3,Resolved,1,3.4,Negative,55+,58
INT024733,CX02935,2025-11-27,Website,Onboarding,Enterprise Plan,Europe,4.39,0.12,Pending,1,4.9,Negative,46-55,19
INT024734,CX02458,2026-02-10,Live Chat,Complaint,Add-on Services,Europe,3.32,0.29,Resolved,1,4.7,Positive,26-35,5
INT024735,CX00907,2026-03-31,Email,Renewal,Enterprise Plan,Latin America,3.58,3.59,Escalated,1,1.7,Positive,18-25,30
INT024736,CX02295,2025-11-14,In-Store,Onboarding,Basic Plan,North America,4.88,0.36,Resolved,1,3.2,Positive,26-35,45
INT024737,CX00764,2026-03-05,In-Store,Onboarding,Basic Plan,Latin America,3.85,0.63,Resolved,0,3.7,Positive,55+,36
INT024738,CX00080,2025-09-07,Mobile App,Purchase,Enterprise Plan,Latin America,3.74,0.05,Pending,1,2.3,Negative,36-45,54
INT024739,CX02017,2026-05-18,Website,Onboarding,Enterprise Plan,North America,3.8,0.06,Escalated,1,3.7,Neutral,46-55,7
INT024740,CX02538,2026-03-18,Email,Support,Pro Plan,Latin America,3.6,4.85,Resolved,0,3.0,Positive,55+,40
INT024741,CX00537,2026-05-24,Email,Complaint,Pro Plan,North America,3.1,2.34,Resolved,1,2.8,Positive,18-25,56
INT024742,CX00084,2025-06-29,Phone,Purchase,Pro Plan,North America,4.45,0.39,Escalated,1,3.4,Positive,55+,20
INT024743,CX00982,2025-10-18,Website,Support,Pro Plan,North America,4.1,0.13,Resolved,1,1.6,Negative,36-45,16
INT024744,CX01139,2025-11-13,Mobile App,Complaint,Basic Plan,Europe,2.62,0.09,Resolved,1,2.3,Positive,46-55,8
INT024745,CX03634,2025-09-03,Mobile App,Renewal,Pro Plan,Latin America,4.21,0.12,Resolved,1,1.6,Neutral,26-35,18
INT024746,CX02821,2025-09-19,Phone,Support,Pro Plan,North America,4.23,0.36,Resolved,1,1.3,Negative,36-45,11
INT024747,CX03798,2026-05-26,In-Store,Support,Basic Plan,North America,3.48,0.17,Resolved,0,2.8,Positive,55+,5
INT024748,CX01149,2025-07-04,Website,Purchase,Add-on Services,Asia Pacific,5.0,0.12,Resolved,1,2.5,Positive,18-25,35
INT024749,CX03572,2026-01-03,Mobile App,Purchase,Enterprise Plan,Europe,4.16,0.2,Resolved,1,3.3,Neutral,26-35,1
INT024750,CX01569,2025-08-13,Website,Feedback,Add-on Services,Asia Pacific,4.34,0.13,Resolved,0,2.0,Positive,55+,40
INT024751,CX00275,2025-12-25,Phone,Purchase,Add-on Services,Latin America,4.55,0.24,Resolved,0,1.4,Positive,26-35,56
INT024752,CX02465,2026-04-21,Live Chat,Feedback,Basic Plan,Asia Pacific,3.42,0.22,Resolved,1,2.2,Neutral,18-25,30
INT024753,CX02436,2025-09-08,Phone,Onboarding,Basic Plan,Latin America,4.02,0.16,Resolved,1,1.4,Positive,36-45,34
INT024754,CX00535,2026-04-04,In-Store,Support,Pro Plan,Latin America,2.84,0.8,Resolved,0,2.5,Positive,18-25,6
INT024755,CX03148,2025-10-10,Phone,Onboarding,Add-on Services,Europe,3.29,0.43,Resolved,1,3.7,Negative,18-25,46
INT024756,CX00223,2026-03-05,Website,Renewal,Pro Plan,Latin America,4.34,0.14,Resolved,1,2.1,Positive,55+,43
INT024757,CX01711,2026-02-11,Mobile App,Onboarding,Basic Plan,Europe,3.69,0.06,Resolved,1,2.3,Negative,46-55,54
INT024758,CX00577,2026-01-24,Phone,Onboarding,Enterprise Plan,North America,4.33,0.32,Resolved,0,4.4,Neutral,36-45,32
INT024759,CX01914,2026-05-25,Website,Feedback,Pro Plan,Latin America,4.02,0.17,Resolved,1,1.8,Positive,46-55,26
INT024760,CX04142,2026-04-02,Email,Feedback,Enterprise Plan,North America,3.9,2.01,Resolved,0,2.4,Positive,55+,35
INT024761,CX02923,2025-12-20,In-Store,Feedback,Pro Plan,North America,2.85,0.39,Resolved,1,4.2,Positive,26-35,35
INT024762,CX01969,2025-08-01,Phone,Support,Add-on Services,Europe,3.14,0.35,Pending,0,4.6,Negative,36-45,10
INT024763,CX00871,2025-09-22,Mobile App,Renewal,Basic Plan,Latin America,3.12,0.1,Pending,1,1.6,Positive,46-55,3
INT024764,CX04861,2025-08-16,In-Store,Purchase,Enterprise Plan,Europe,4.93,0.98,Resolved,1,3.5,Neutral,55+,19
INT024765,CX02594,2025-07-04,Live Chat,Feedback,Pro Plan,Asia Pacific,3.56,0.22,Resolved,1,4.2,Positive,46-55,18
INT024766,CX04448,2025-11-08,Website,Complaint,Enterprise Plan,Asia Pacific,2.35,0.18,Resolved,0,1.2,Negative,36-45,22
INT024767,CX00580,2026-02-24,Website,Complaint,Enterprise Plan,Asia Pacific,2.88,0.08,Pending,0,4.4,Neutral,36-45,14
INT024768,CX02434,2026-05-22,Phone,Onboarding,Pro Plan,Asia Pacific,3.24,0.18,Pending,1,4.2,Negative,36-45,38
INT024769,CX03037,2026-04-24,In-Store,Onboarding,Basic Plan,Latin America,3.48,0.91,Escalated,0,3.9,Negative,55+,25
INT024770,CX01113,2025-12-22,In-Store,Onboarding,Basic Plan,Asia Pacific,3.3,0.28,Pending,1,3.5,Positive,26-35,52
INT024771,CX00555,2025-12-11,Phone,Complaint,Basic Plan,Latin America,2.64,0.42,Resolved,1,1.4,Neutral,36-45,7
INT024772,CX04883,2026-03-26,Mobile App,Onboarding,Add-on Services,Asia Pacific,4.16,0.1,Resolved,1,1.1,Positive,46-55,46
INT024773,CX02931,2026-04-21,Mobile App,Purchase,Basic Plan,North America,3.84,0.11,Escalated,1,1.6,Negative,46-55,22
INT024774,CX00014,2025-09-10,Website,Complaint,Enterprise Plan,Europe,1.93,0.2,Resolved,0,1.5,Positive,26-35,48
INT024775,CX00304,2025-12-25,Website,Onboarding,Basic Plan,North America,3.33,0.12,Pending,1,2.6,Positive,55+,28
INT024776,CX04408,2026-05-09,Phone,Complaint,Add-on Services,North America,3.16,0.3,Resolved,1,1.6,Positive,46-55,3
INT024777,CX01985,2025-12-04,Website,Onboarding,Basic Plan,Asia Pacific,3.35,0.19,Resolved,1,1.1,Positive,36-45,23
INT024778,CX00228,2025-10-01,Phone,Complaint,Pro Plan,North America,3.19,0.31,Pending,0,1.1,Positive,26-35,57
INT024779,CX01346,2026-04-28,Mobile App,Purchase,Pro Plan,Europe,4.2,0.15,Pending,1,4.3,Positive,26-35,16
INT024780,CX02496,2026-02-05,In-Store,Complaint,Basic Plan,North America,3.32,0.82,Resolved,1,1.6,Positive,46-55,34
INT024781,CX01084,2025-11-15,Mobile App,Purchase,Enterprise Plan,Europe,4.4,0.15,Resolved,0,1.1,Positive,18-25,22
INT024782,CX02954,2025-09-10,Mobile App,Complaint,Enterprise Plan,Europe,2.27,0.09,Resolved,1,3.8,Positive,18-25,34
INT024783,CX03453,2025-12-14,Mobile App,Onboarding,Add-on Services,Asia Pacific,4.23,0.08,Escalated,1,3.6,Positive,26-35,14
INT024784,CX03045,2025-09-20,Website,Support,Basic Plan,Europe,3.31,0.17,Resolved,1,1.8,Positive,46-55,7
INT024785,CX02408,2026-02-21,In-Store,Support,Basic Plan,Latin America,4.13,0.79,Pending,1,3.7,Positive,36-45,2
INT024786,CX04686,2025-08-01,Phone,Feedback,Enterprise Plan,Asia Pacific,4.9,0.44,Resolved,1,4.0,Positive,46-55,18
INT024787,CX04069,2025-11-24,In-Store,Renewal,Enterprise Plan,North America,3.84,0.88,Escalated,1,2.2,Neutral,55+,7
INT024788,CX01079,2026-04-14,In-Store,Renewal,Basic Plan,Latin America,3.03,0.59,Resolved,0,1.9,Positive,36-45,40
INT024789,CX03555,2025-07-13,Live Chat,Feedback,Enterprise Plan,North America,3.36,0.19,Resolved,0,1.7,Positive,26-35,19
INT024790,CX03287,2025-07-28,Phone,Onboarding,Enterprise Plan,North America,3.8,0.32,Resolved,1,3.0,Neutral,26-35,26
INT024791,CX01907,2025-10-18,In-Store,Complaint,Pro Plan,Asia Pacific,2.81,0.17,Resolved,1,1.0,Negative,36-45,21
INT024792,CX04333,2026-04-06,Phone,Feedback,Enterprise Plan,North America,4.99,0.21,Resolved,1,1.6,Neutral,55+,33
INT024793,CX04129,2026-05-29,Live Chat,Renewal,Add-on Services,North America,3.44,0.28,Pending,0,1.5,Positive,36-45,18
INT024794,CX01862,2025-09-20,In-Store,Complaint,Add-on Services,Europe,2.83,0.73,Resolved,1,4.1,Negative,36-45,29
INT024795,CX00417,2026-05-02,Website,Support,Enterprise Plan,Europe,3.82,0.16,Pending,1,2.3,Positive,55+,6
INT024796,CX02313,2025-06-08,Live Chat,Renewal,Enterprise Plan,Latin America,4.43,0.11,Resolved,1,2.5,Negative,18-25,41
INT024797,CX02315,2025-08-14,In-Store,Renewal,Enterprise Plan,Europe,3.01,0.69,Pending,1,3.1,Negative,55+,13
INT024798,CX01525,2025-08-27,Phone,Purchase,Enterprise Plan,Europe,3.8,0.28,Escalated,1,1.2,Positive,18-25,53
INT024799,CX01662,2026-02-06,Live Chat,Support,Add-on Services,Latin America,3.39,0.15,Pending,0,4.9,Positive,55+,19
INT024800,CX04892,2025-07-10,Website,Renewal,Enterprise Plan,Europe,4.18,0.08,Pending,1,3.1,Positive,18-25,40
INT024801,CX00633,2025-11-21,Live Chat,Complaint,Enterprise Plan,Asia Pacific,2.64,0.18,Escalated,1,1.2,Positive,55+,44
INT024802,CX03498,2025-09-03,Live Chat,Complaint,Enterprise Plan,North America,2.88,0.23,Resolved,1,3.6,Positive,18-25,51
INT024803,CX00368,2025-07-23,Email,Renewal,Enterprise Plan,Europe,3.12,3.17,Escalated,1,1.4,Negative,55+,2
INT024804,CX04860,2025-08-11,Email,Feedback,Pro Plan,Latin America,4.8,2.14,Resolved,1,4.1,Positive,26-35,42
INT024805,CX02884,2025-08-20,Live Chat,Complaint,Pro Plan,Europe,3.34,0.26,Resolved,1,4.7,Positive,26-35,7
INT024806,CX02182,2026-02-18,Mobile App,Complaint,Pro Plan,North America,1.79,0.12,Resolved,1,2.1,Positive,36-45,11
INT024807,CX00938,2025-06-05,Live Chat,Support,Basic Plan,Europe,4.34,0.23,Resolved,1,4.4,Negative,46-55,51
INT024808,CX02011,2026-04-26,Phone,Purchase,Add-on Services,Latin America,3.51,0.28,Resolved,1,4.6,Positive,36-45,56
INT024809,CX04792,2025-07-05,Live Chat,Complaint,Pro Plan,Latin America,3.1,0.24,Resolved,1,4.4,Negative,26-35,53
INT024810,CX00187,2025-11-23,Website,Support,Basic Plan,Asia Pacific,2.85,0.2,Pending,1,2.3,Positive,26-35,26
INT024811,CX03676,2026-01-31,Website,Renewal,Pro Plan,Latin America,4.11,0.08,Resolved,1,3.6,Positive,46-55,1
INT024812,CX04943,2026-01-06,Website,Support,Pro Plan,Asia Pacific,3.17,0.09,Escalated,1,3.5,Positive,36-45,35
INT024813,CX02353,2026-03-22,Email,Feedback,Add-on Services,Latin America,2.71,4.36,Resolved,1,3.0,Positive,26-35,37
INT024814,CX04782,2025-09-27,Phone,Support,Enterprise Plan,Latin America,3.77,0.3,Resolved,0,4.9,Positive,36-45,57
INT024815,CX02042,2025-12-02,Email,Feedback,Pro Plan,Latin America,4.12,1.75,Resolved,1,4.7,Positive,26-35,8
INT024816,CX00295,2025-09-27,In-Store,Support,Enterprise Plan,North America,3.0,0.24,Resolved,1,4.7,Neutral,55+,42
INT024817,CX01506,2025-08-09,Website,Support,Basic Plan,North America,2.86,0.18,Pending,0,4.7,Positive,26-35,58
INT024818,CX02093,2025-09-13,In-Store,Purchase,Pro Plan,Asia Pacific,4.7,0.31,Pending,0,1.9,Negative,46-55,3
INT024819,CX02371,2025-06-13,Website,Support,Basic Plan,Europe,4.19,0.05,Resolved,1,2.4,Positive,46-55,46
INT024820,CX02368,2025-10-26,Mobile App,Renewal,Add-on Services,North America,4.3,0.2,Resolved,1,1.5,Positive,36-45,27
INT024821,CX00662,2026-05-26,Live Chat,Support,Pro Plan,Latin America,3.85,0.13,Pending,1,4.9,Positive,36-45,37
INT024822,CX01501,2025-10-12,In-Store,Onboarding,Enterprise Plan,Europe,3.2,0.45,Pending,0,4.3,Negative,46-55,2
INT024823,CX04373,2025-06-24,Live Chat,Feedback,Pro Plan,Europe,2.79,0.26,Resolved,0,1.6,Positive,18-25,9
INT024824,CX02009,2025-12-30,Website,Renewal,Add-on Services,Asia Pacific,3.17,0.09,Resolved,1,2.8,Positive,46-55,20
